Number,Country,Detailed Locations ,Began,Ended,Duration in Days,Dead,Displaced,Damage (USD),Type,Main cause,Severity index,flooded area,Affected sq km,peak discharge Q,Peak Water level h,Magnitude (M)**,Centroid X,Centroid Y,Notes and Comments (may include quoted headlines from copyrighted news stories; for internal research purposes only),map of flood extent
299,UK,Britain: North Yorkshire - Boroughbridge ,33293,33298,6,0,0,,,Heavy rain,2,,15086.27,,,5.25776312209498,-1.58219,54.9063,"Boroughbridge under 3 ft of water, maximum recorded levels on the Ure River.",
300,UK,"England: South East - London, Kent, Essex",33897,33898,2,3,0,,,Heavy rain,1,,12300,,,4.39093510710338,-0.054612,51.7363,2 inches of rain in some places.,
301,UK,"EnglandNorthampton, Winterton, Lincolnshire, Doncaster, Medoc region of Bordeaux, Bayonee Region",33825,33825,1,9,0,,,Heavy rain,2,,23847.54,,,4.67847358157566,-0.827224,52.7319,Unprecedented levels of flooding.,
302,UK,"South and East England - Isle of Wight; Hampshire, Portsmouth, Surrey, Battle",33805,33805,1,0,120,,,Heavy rain,1,,15062.72,,,4.17790340309493,-0.349411,50.9783,Scores of homes and hotels evacuated.,
303,UK,"England: Cumbria, Birmingham, Lancashsire",33232,33235,4,3,0,,,Heavy rain,1,,47107.46,,,5.27514967935471,-2.14882,53.7195,Significant wind damage in addition to flooding.,
304,UK,Scotland: Southern Scotland,41125,41127,3,0,0,,,Torrential Rain,1,,4260.88,,,4.10662055797159,-2.59334,55.5746,"August 5, 2012: ""Southern Scotland hit by flooding. Emergency services are dealing with flooding in southern Scotland.Police said some roads in Jedburgh in the Borders are closed after flash flooding hit the area following heavy rain today.Lothian and Borders Fire and Rescue have five pumping appliances and a high-volume pump in the centre of the town, where the High Street has been hit by flooding.The fire service is liaising with police and Borders Council to deal with the incident.The Met Office has issued amber ""be prepared"" warnings of slow-moving heavy showers through the day in south-west Scotland, Lothian and Borders and Strathclyde.It said flooding is likely in places.Yellow ""be aware"" warnings have been issued for the Highlands, Western Isles, Central Scotland, Tayside and Fife.The Scottish Environment Protection Agency has issued 10 flood alerts across Scotland..""",
305,UK,Scotland: Highlands,33605,33606,2,1,30,,,Heavy rain,1,,5882.58,,,4.07059783772918,-3.74148,57.28,Strong winds and driving rain.,
306,UK,"Scotland: Strathclyde, Glasgow, Edinburgh",33152,33153,2,1,300,,,Heavy rain,1,,26545.49,,,4.72502074200464,-3.64553,55.6343,Low pressure and gale-force winds led to an unusually high tide in the River Thames.,
307,UK,Scotland: Inverness,32522,32525,4,0,3000,,,Heavy rain,1,,1308.86,,,3.71895318678697,-4.50437,57.2883,"Power was disrupted to 2,000 homes.",
308,UK,Northern England;  Pennine and Cheviot catchments,41175,41178,4,0,1500,,,Heavy Rain,1,,8507,,,4.53183642413286,-2.13086,54.4062,"September 26, 2012: ""More than 300 homes have been flooded in the north of England in two days, as almost twice the average rainfall for September drenched the Pennine and Cheviot catchments and streamed off both sides.

Boats ferried residents to safety from St Helen's in Lancashire and Morpeth in Northumberland, where defences installed after disastrous flooding in 2008 failed to contain the river Wansbeck.

Transport was devastated as parts of the M6 and the East Coast main line became temporary rivers, and swirling underground water left a block of town houses in Newburn, Newcastle, seemingly on stilts as earth round the foundations was swept away. Police cordoned off the building amid fears it could collapse and last night the area around it was said to be like a ""ghost town"" after a power failure.

An old fishing village in the Footdee or ""Fittie"" area of Aberdeen was covered in a white foam as wind and rain drove a thick froth of plankton and sea-spume inland. The city council said the coating was ""unusual but harmless"" and it would be swept up by environmental teams if any was left after the rain.

An easing of the downpour in the central Pennines, turning to a fine mist by mid-afternoon on Tuesday, saved the centre of Leeds and the much-flooded Calder valley town of Hebden Bridge from serious damage. Sandbags were everywhere in Hebden Bridge and pumps on standby, while emergency teams from the Environment Agency in Leeds ran a round-the-clock clearing of drains and watercourses.

The agency warned, however, that further flooding was likely in Yorkshire, the north-west and north Wales overnight before the obstinate centre of low pressure finally crept off the fells and turned its attention to the Midlands and south. The Meteorological Office warned that their turn would be on Wednesday as the weather backtracked down the course it took over the weekend. There are 219 flood warnings in place.

The yo-yo pattern is the result of two weather systems – a warm front from the Atlantic and a colder one drawn from north of Scotland meeting – and dumping persistent rain. Although some areas have experienced gusts of up to 70mph, the reluctance of the dismal weather to move off north and east is also due to a weaker jetstream than usual at this time of the year.

The Environment Agency has notified 75,000 properties of the serious risk of flooding since Sunday, but in spite of the failure at Morpeth – whose recovery was used as a model for Cockermouth when the Cumbrian town was ravaged by floods three years ago – defences held up well at Ripon, Tadcaster, Dewsbury, Appleby-in-Westmorland and other former trouble spots.

David Jordan, director of operations, said: ""Our thoughts are with those whose homes have been flooded this week. Flooding has a devastating impact on property and possessions....""",
309,UK,Cornwall,40498,40502,5,0,0,,,Heavy Rain,1.5,,8727.83,,,4.81596754189992,-3.5777,50.7875,"November 17, 2010: ""Heavy flooding in Cornwall has forced the evacuation of hundreds of people, while many more are believed to be trapped in their homes.Some of the worst hit areas included Mevagissey, Lostwithiel, Launceston, Liskeard and Bude.David Cameron, the prime minister, promised help for the affected areas, but there are fears that the flooding – designated a “major incident” by the Environment Agency – could worsen, with at least 10 flood warnings in force. Police said there was a “serious danger” of injury and asked people to avoid driving through the county.The floods come at a delicate time for the government, as only weeks ago it reneged on promises to protect flood defences from spending cuts. At least one big flood scheme – a £100m plan to protect Leeds – is likely to be scrapped, the Financial Times has revealed, with dozens of others under review.The budget for new defences and upgrading existing ones has been cut from £335m a year to £261m each year for the next four years. Extreme weather is becoming more frequent, says Chris Huhne, climate change secretary.""

",
310,UK,,40136,40152,17,0,0,,riverine flood,Heavy Rain,2,,106621.91,,,6.55932537515083,-1.675,53.9986,"December 12, 2009: "" The shallow pool of water that kept reforming in Dennis Willers’ kitchen was a mystery. Flood water from a nearby turlough had invaded the house to a depth of four inches, but that had receded earlier in the week.A placid lake had settled round his remote thatched house and the dwelling of his mother-in-law next door in Grannagh, in south Galway.Access to Willers’ house was by tractor only and his front garden looked like a swimming pool. Willers and his wife Bridie, a Fine Gael county councillor, began the clean-up as soon as the water level dropped below the house’s front door.The sodden floorboards near the front were the first to go — water had seeped up through them “like a scene from Titanic”. But Willers was puzzled by the puddle that kept reforming on the seemingly impermeable kitchen tiles — until he noticed the trickle from an unplugged fridge-freezer, which had been hoisted on to a table along with other appliances and valuables.“I was so worried that water was seeping in from somewhere outside that I missed the obvious one,” said Willers, a softly spoken Englishman.The couple are among hundreds of stressed households dealing with the aftermath of the worst floods in Ireland in living memory. As with many of the estimated 1,500 people who have been forced to evacuate their homes, neighbours stepped in to help. The family have been lent an empty house within a mile of their home until they can return.Around the country, charities, families, neighbours and organisations such as the Irish Farmers’ Association (IFA) have been to the fore in helping flood victims.Tom Clonan, a retired army captain, spoke for many of those affected when he described the government’s response as “lamentable”.On The Frontline on RTE1 last Monday, to loud applause, Clonan told John Gormley, the environment minister, that the lack of army assistance for people in flooded areas was a clear government failure.As the waters slowly recede and the cost of the damage becomes apparent, the government’s management of Ireland’s waterways and its response to the floods is increasingly being questioned"" December 3,2009: Roads in Fermanagh were under water yesterday as torrential rainfall brought renewed flooding chaos to the county. Heavy downpours have left vast areas saturated, and yesterday three main roads remained impassable by car after more downpours. At Lough Erne, which was at its highest recorded level last Friday, the water has dropped by less than a foot in the last five days. People are still using tractors and jeeps to commute to work and take children to school. According to Roads Service, parts of the B127 Newbridge Road, the B533 Wattlebridge Road at Derrykerrib and C436 Inishmore Road could not be passed by cars yesterday. Minor roads under water included the Derrychara Link near Enniskillen and Glenasheevar Road at Beagh. In Lisnaskea the Rossmacole Road, Kinmore Road, Drumcon Road, Rossmacaffrey Road, Kilmore Road and Derryadd Road were also badly affected.Meanwhile in Newtownbutler the Ballyhoe Road and Inver Road were also under water. Many people in the county are still suffering the aftermath of the floods. They include Tom Leonard, who runs a marine business at Carrybridge near Lisbellaw. His workshop was flooded and it could be several weeks before he is back to normal. “This is likely to leave us out of pocket. It is the people on the ground like us who have been left to pick up the pieces,” he said. The North's First Minister Peter Robinson visited three of the flood-hit areas during a visit to Fermanagh at the weekend, and he is due to raise the issue at today’s Executive meeting. A telephone conference is also being held by representatives from Fermanagh council and the Rivers Agency and Roads Service to discuss how to deal with the flooding. ""November 22, 2009: ""Clean-up efforts are underway in flood-hit towns following the heaviest downpours ever recorded in England, as fears mount for a woman missing near a swollen river in Wales.About 314mm of rain fell in 24 hours - the highest level since records began - over Cumbria as torrential rains swept across Britain and Ireland.The Environment Agency said 65 flood warnings are in force across England and Wales, with four severe warnings in Cumbria in northwest England, the area hardest hit.About 60 people were still sheltering in reception centres on Sunday and more than 700 properties remained without power.An urgent safety review of Cumbria's 1,800 bridges was underway, with emergency services warning one bridge in the coastal town of Workington could collapse at any time.The Calva Bridge's closure cut off the north side of the town.Workington's other bridge has collapsed, taking the life of a policeman who was diverting motorists away from it on Friday.Tony Cunningham, member of parliament for Workington, said: ""We have concerns about people who have not got prescriptions, medication, the medical centre is down to its last nappies for babies.The floods in Cumbria and southern Scotland are expected to trigger insurance claims of up to STG100 million ($A181.21 million), the Association of British Insurers said.Meanwhile a search is underway for a woman believed to have been swept away by the River Usk in Brecon, south Wales, late on Saturday. The river is under flood watch.Prime Minister Gordon Brown surveyed the grim aftermath on a visit on Saturday to the badly hit Cumbria town of Cockermouth, with houses filled with muddy water, silt and sludge carpeting the roads and cars left awkwardly where the floods left them.Cockermouth town centre was cordoned off as surveyors, structural engineers, utility workers and Environment Agency staff continued work to start the clean-up."" ...""Ireland battled floods on Saturday described as a ""once in 800 years event"", with the government rushing to provide shelter and drinking water and soldiers sent to assist those affected. Rivers burst their banks, coastal towns were threatened by sea flooding, 18,000 households were left without water in Cork, Ireland's second city -- and forecasters warned of more heavy rain to come.""We have been told this is a once in 800 years event. We have had no fatalities and that is a blessing,"" Environment Minister John Gormley told RTE state radio as he toured some of the worst hit areas.Prime Minister Brian Cowen chaired a meeting of the national emergency coordination committee, and said the main concern was to help people evacuated from their homes and to maintain water supplies.""Clearly we are very concerned about maintaining the priority of helping those who have been displaced or have to be looked after in accommodation. Also making sure that people have access to clean drinking water,"" he said.""There is also a situation where major installations have to be protected, hospitals for example.""Troops were drafted in to assist emergency services in the worst hit areas, particularly Cork in the south and towns in the south, midlands and west of the republic, as forecasters predicted more heavy rain to come.In Cork where the River Lee burst its banks, RTE reported that 18,000 homes had their water cut off following extensive damage to the city's main pumping station, and said it was unlikely to be restored for at least a week....In Galway to the west, local authorities warned flood waters were still rising and urged motorists to avoid travelling, amid widespread road closures.Thousands of hectares of farmland were submerged and the Irish Farmers Association warned of severe economic repercussions.The Meteorological Office has issued a weather alert and warned of severe gales. It said its stations at Sherkin Island, County Cork and Claremorris, County Mayo in the west have already had more rain than in any previous full November. Meteorologist Gerry Fleming added: ""The run of wet summers and wet winters we been having in the last two years are unprecedented."" November 20, 2009: ""Parts of Scotland and northern England were under several feet of water Friday morning after raging rivers burst their banks and flooded towns, officials said.A police officer was missing after flooding in Cumbria, near the border with Scotland, Cumbria police said Friday. An earlier report that 11 people were missing was incorrect, a police spokesman said.The Cumbria town of Cockermouth was one of the worst hit. The Georgian market town sits at the junction of two rivers, the Cocker and the Derwent, which raged overnight and flooded the town center.The waters were so strong at times that rescuers could not send their boats against the flow to reach trapped residents, witnesses said.Two bridges in Workington, about seven miles east of Cockermouth, collapsed because of the floods, Cumbria police said. Engineers are trying to assess bridges for structural damage, though the work is difficult while the waters remain high, police said.Witnesses said the nearby town of Keswick, about 10 miles to the southeast of Cockermouth, was also badly hit.The Fire Service and Royal Air Force evacuated about 200 people by helicopter from Cockermouth's main street and town square, both cut off by the floodwaters, Cumbria police said.Police advised against all non-essential travel in Cumbria because many roads are closed and impassable.Several reception centers were set up at schools and leisure centers for residents forced from their homes, the police said.British Prime Minister Gordon Brown spoke with Cumbria's chief constable Friday morning and promised him any government help he needs, Brown's office at Downing Street said.""His thoughts are with all those who have been impacted by the floods and our thanks go to the emergency services, who continue their extraordinary efforts to help those affected,"" a statement from his office said.Environment Secretary Hilary Benn was in Cumbria on Friday to assess a government response, Downing Street said.There were no deaths reported from the floods, which began Thursday after heavy rain swept over the region.One of the largest recorded totals was in Seathwaite, about 20 miles south of Cockermouth, known for being one of the wettest places in the United Kingdom. About 14.6 inches (372 millimeters) of rain fell there between Wednesday night and 4 a.m. Friday (11 p.m. ET Thursday), said forecaster Robin Thwaytes of the Met Office weather service.""It's a phenomenal amount of rain to come down in such a short period of time,"" he said.Bad weather was forecast to continue across the United Kingdom over the next few days, with more heavy rain and gale-force winds bringing the continued risk of flooding, the Met Office said...""Raging floods engulfed northern England's picturesque Lake District on Friday following the heaviest rainfall ever recorded in Britain, killing a police officer and trapping dozens in their swamped homes.Military helicopters winched dozens of people to safety and emergency workers in bright orange inflatable boats rescued scores more after an unprecedented deluge.British soldiers conducted house-to-house searches for those trapped by floods as deep as 8 feet (2.5 meters). Troops also dropped down on lines from Royal Air Force helicopters, breaking through rooftops to pluck people to safety.Constable Bill Barker, 44, died as he joined rescue attempts, swept into the surging waters when a major bridge collapsed. Emergency services said more than 200 people were rescued in the hardest-hit town, Cockermouth and about 1,000 homes were flooded.In a message to local officials, Queen Elizabeth II said she was ""deeply concerned and saddened by the dreadful flooding across Britain."" British Prime Minister Gordon Brown said Barker ""was a very heroic, very brave man.""Britain's Met Office said a record 12.3 inches (314.4 millimeter) of rain fell in 24 hours in the area - the heaviest rainfall ever recorded in the U.K.Cockermouth, a market town 330 miles (530 kilometers) northwest of London, lies at the junction of the Cocker and Derwent rivers and is known as the birthplace of poet William Wordsworth. The flood was ""of biblical proportions,"" local House of Commons lawmaker Tony Cunningham said.Heavy rain and gales also brought widespread flooding to Ireland, as more than 3 feet (1 meter) of water shut down the center of the country's second-largest city, Cork, and more than a dozen towns and villages. The Irish army was used to rescue the stranded from waist-deep floodwaters and a helicopter winched to safety a County Galway family of five, including the 87-year-old grandmother.Floods caused transport chaos along Ireland's western coast. At the Lake Hotel, on the shores of the fabled Killarney Lakes in County Kerry, about 170 guests at the Victorian period building were evacuated by tractor, as staff carried period furniture upstairs.Irish weather forecasting service Met Eireann said parts of southern and western Ireland suffered their most intense and sustained rainfall in 30 years


",
311,UK,0,39851,39856,6,0,0,,,Heavy Rain and Snowmelt,1.5,,225551.03,,,6.3074873241242,-64.2917,-24.1484,"Feb. 10: ""Nine people were missing in northern Argentina on Tuesday after a mudslide and flooding that swept up a railway bridge and dozens of houses and vehicles...More than 1 200 people had been evacuated on Monday, before the storm which provoked the disaster struck the town of Tartagal.A third of the community's 60 000 residents were said to have been affected by the emergency. Interior Minister Florencio Randazzo, who gave the figures, said after visiting the zone: ""This is the worst tragedy ever to have struck Tartagal."" Strong rains and winds resulted in the Tartagal river breaking its banks, knocking aside trees, cars, houses, shops and even the 100-year-old rail bridge.Rescue workers were searching intensively for two women who witnesses said were plucked from the roof of their home by the furious waters.
Argentina's government has sent aid and extra police, firemen and soldiers to the zone, located near the border with Bolivia. -""",
312,UK,"Southwestern U.K., Devon, Cornwall, Somerset, Dorset, Wiltshire, North  Cotswolds ",39795,39796,2,2,0,,,Brief Torrential Rain,1,,195388.17,,,5.59192826098711,-74.2318,8.99892,"Jan. 12: ...the tragedy occurred before dawn in the rural area around the town of Villa Gomez, at some 100 kilometers (62 miles) north of Bogota, where the waters of a rio are dammed up. Drowned in the flood were two sisters 12 and 14 years old and a male cousin of 16. The river was swollen as a result of rains that have devastated a large part of Colombia from September to the end of the year and have caused floods and overflowing. The rains have caused at least 76 deaths and left 1.2 million homeless around the country"".  Dec. 15: ""The overflowing of the Magdalena River broke the retaining wall in the town of Plato (580 kilometres North of Bogota) and affected about 20,000 people (4,000 families). Power systems and drinking water have been restricted in several areas of the municipality. According to the Institute of Hydrology, Meteorology and Environmental Studies (IDEAM), it is the highest overflow in the past 38 years. On December 12, the department of Choco was declared a State of Ecological Emergency following the flooding caused by the overflowing of the San Juan River. The second rainy season, which began in mid- September, has left 59 dead, 18 people missing, 91 injured and nearly 1 million people affected. Some 2,020 houses have been destroyed and 78,203 are damaged.""",
313,UK,"Wales and northern and western England, Morpeth",39697,39699,3,0,200,3000000,riverine flood,Torrential rain,1.5,,47366.17,,,5.32868078313255,-1.80548,53.2606,"""Parts of Britain are mopping up after a weekend of storms and flooding that has been blamed for six deaths. Flooding struck large areas of Wales and western and northern England after one of the wettest Augusts on record. Hundreds of people were evacuated and 1,000 properties flooded in the worst-hit town of Morpeth, about 460 kilometres north of London.""
",
314,UK,Northern Ireland,39675,39676,2,0,0,,,Torrential rain,2,,23128.5,,,4.96620745882201,-7.22906,54.4878,"""Aug 18th, 2008 | LONDON -- Authorities rescued people trapped on the roofs of their cars and stranded in their homes after parts of Northern Ireland received more rainfall in one day than they usually experience in three weeks, officials said Monday...Group Commander Jim Guy said the flash floods were the worst that Northern Ireland's Fire and Rescue service had ever experienced""
",
315,UK,Scotland,39666,39668,3,0,0,,,Torrential rain,1.5,,27718.41,,,5.09598082816998,-3.88566,56.2261,,
316,UK,"Southwest England and Wales, Devon, Cornwall",39637,39641,5,0,0,,,Heavy Rain,1,,75683.74,,,5.57797258942676,-1.77849,52.8629,"""THE spectre of another washout summer returned yesterday as a month's worth of rain drenched the country in a single day. Cars were abandoned by roadsides and rail services were thrown into chaos as huge swathes of the country were put on flood alert....The South-west and south Wales bore the brunt of the downpours yesterday as nearly three inches of rain fell"". The average rainfall in the UK in July is 70mm, (2.76in) but forecasters say some areas will be soaked by a 75mm (2.95in) deluge today.""High ground in the South West and Wales will be the worst hit""
",
317,UK,"England - Midlands and North England - counties: West Yorkshire, Lancashire, Shropshire, Merseyside, Lincolnshire, Gloucestershire, Worcestershire, Wiltshire, Yorkshire, Cambridgeshire, Kent. towns: Huddersfield, Leeds, Darton, Salford, Keighley, Elland, ",39462,39473,12,0,300,,riverine flood,Heavy rain,2,,55862.29,,,6.127329976764,-1.64786,52.9158,"More than a months worth of rain in 24 hours, followed by days of heavy rain. 500 houses flooded. No deaths reported.
A dry river in Tet-bury, Gloucestershire flows for the ""first time in living memory"".
""for the sixth year running flood water had reached a level that the Environment Agency predicted would be reached once every 100 years.""
Evacuations in Armitage Bridge, Silsden, Huddersfied, Elland.
Worst floods in Merseyside for 30 years.
Worst floods in Morecambe and Slyne for 20 years.
Worst floods in Greater Manchester in 30 years.",
318,UK,"counties: Gloucestershire, Worcestershire, Oxfordshire, Berkshire, Bedfordshire, Herefordshire, Warwickshire, Lincolnshire.   Towns: Oxford, Osney, Gloucester, Worcester, Evesham, Tewkesbury, Upton-upon-Severn, Abingdon, Witney, Buckingham, Stratford, Sandhurst.",39284,39293,10,7,2100,6500000000,riverine flood,Heavy rain,1.5,,24651.23,,,5.56792985280628,-2.10193,52.072,"Thousands stranded by floods in central and western England after four days heavy rain. Worst flooding in 60 years. 340,000 people and 10,000 homes and businesses affected by flooding. Wettest May through July in England and Wales since records began in 1766. $6.5 billion in insurance damages.
""This emergency is far from over and further flooding is extremely likely"" ""Some rivers are already 20ft above normal levels""
Thousands trapped in their homes. People airlifted in one of RAF's biggest peacetime operations.
130,000 homes flooded. 
Tewkesbury and Upton on Severn - towns cut off by floodwaters.
Oxford - 1,500 evacuated. Thames 4 inches above 1947 flood level.",
319,UK,"Northern England - Yorkshire, Lincolnshire, Worcestershire, South Yorkshire, Gloucestershire and Shropshire. towns: Hull, Sheffield, Doncaster, East Riding, Wakefield, Rotherham, Nottinghamshire, Barnsley, Leeds, Lichfield, Wyre Forest, Omagh, Ryedale, Norfolk, Earby, North Gloucs, Dinnington, Darfield, Rotherham, Grantham, Calderdale, Horncastle, Corwen, Pershore, Treeton, Whiston, Tenbury Wells, Louth, Wainfleet, Lincoln, Treeton, Catcliffe and Whiston, Humberside.",39258,39266,9,6,30000,see notes,riverine flood,Heavy rain,1.5,,27719.5,,,5.57311916076957,-0.913693,53.8814,"""some parts of Britain had an entire month's worth of rain just in a few hours"" 
""wettest June in Britain since 1873"" 
1.5 billion pounds (2.2 billion euros) in damages.
More than 1,000 buildings flooded.  More than 3,500 rescued from floods.
27,000 homes and 5,000 businesses were affected by floods. 30,000 homeless.
Hundreds stranded in Sheffield.
Ulley Dam threatens to collapse in Rotherham.",
320,UK,"Britain - Yorkshire and Midlands areas - Severn, Avon and Wye valleys - North Yorkshire. Barley, near Royston. Water Orton in Warwickshire. Minworth, Sutton Coldfield. Edgbaston in Birmingham. Ongar, Brentwood and Chelmsford in Essex. Sheffield. York. Darfield, South Yorkshire. Shropshire and Worcestershire.",39248,39254,7,1,200,0,riverine flood,Heavy rain,1,,23106.13,,,5.2088252524606,-0.759207,52.5232,More than a month's rainfall in 24 hours in some areas. River Ouse bursts banks in York. Tame river overflows in Water Orton in Warwickshire. River Dearne burst its banks in the Darfield area of Barnsley.,
321,UK,"Scotland - Highlands area - Dingwall, Evanton, Alness, Tain. Caithness, Sutherland, Easter Ross, Moray Firth",39016,39018,3,1,300,0,,Heavy rain,2,,2299.58,,,4.13979977321051,-4.18243,57.7042,Torrential rainfall and gales cause worst flooding in 70 years in the Highlands. Floodwater 6ft deep in places in Dingwall and Evanton. Hundreds evacuated. 50 people rescued with boats.,
322,UK,"Wales: Cynwyl Elfed, Carmarthenshire",38667,38667,1,0,0,,,Heavy rain,2,,213.269,,,2.62995772824718,-4.30097,51.9151,"Flash flood, worst in the village of Cynwyl Elfed in at least 60 years.",
323,UK,"Southern Scotland - Hawick, Borders, Dumfries, Galloway, Lothian, Edinburgh, Newcastleton. ",38637,38639,3,2,0,,,Heavy rain,1,,8925.77,,,4.42776694643123,-2.89794,55.5114,"More than one months rain in a day in southern Scotland. Worst floods in 20 years in Hawick, 200 buildings inundated, water up to 4 feet deep. Floods in Newcastleton almost as high as 1991.",
324,UK,"North Yorkshire - Helmsley, Hawnby, Carlton, Sutton-under-Whitestonecliffe, Walkergate, Thirsk",38522,38523,2,0,0,see notes,,Brief torrential rain,2,,1055.41,,,3.62548119612477,-1.02334,54.2588,"Flash flooding from localized storms over North York Moors wash away roads, causes landslides, damages bridges. 9 people rescued by RAF helicopters. A months rainfall in one hour in North Yorkshire. Flooding destroyed buildings that had been standing for more than 200 years. Tens of millions of pounds of damage. 
Helmsley - ""floods like this haven't hit the market town since 1752, when 12 people died. """,
325,UK,"Cumbria, Carlisle (Appleby, Longtown, Shap). Scotland (Morayshire, Peebles,  Jedburgh) . West Yorkshire.",38360,38362,3,3,3000,,,Heavy rain,2,,4747.18,,,4.45458694966566,-2.72643,55.1831,"Thousands homeless. Over 3,000 homes flooded. Two months rainfall in 24 hours on Jan 8 in Carlisle, worst deluge since 1822. These floods were more than 3 feet higher than last floods that took place along the Eden in 1968. Tens of millions of pounds damages in Carlisle. ""Worst floods in almost 200 years"" in Carlisle.
MODIS observation of a new lake near Carlisle on January 10.",
326,UK,"Southwest England - Cornwall Coast. Boscastle area, Camelford",38215,38216,2,0,150,1000000000,flash flood,Heavy rain,2,,140.962,,,2.75116204430571,-4.67383,50.68,"Torrential rain in a steep valley brings severe flash flooding along Cornwall coast from Boscastle to Camelford. Bridge destroyed, buildings collapsed, cars swept away, at least 50 trapped motorists rescued with helicopters. Worst flash floods in Britian in decades. Several people missing as of August 18. Boscastle damages at £25 million.
""FLASH floods that caused millions of pounds of damage in Boscastle, Cornwall, were among the most extreme ever recorded in Britain.""",
327,UK,"North Wales - Conwy - Llanrwst, Corwen, Trefriw. Rossett
Swansea Valley, Pontardawe.",38020,38024,5,0,0,,,Rain and snowmelt,1,,385.603,,,3.28511040840078,-3.78196,53.1328,North Wales - almost an entire months rain in 18 hours. Worst flooding in Llanrwst in 20 years as River Conwy burst its banks. Severe damage to railway.,
328,UK,"Northeastern Scotland - Aberdeenshire - Strachan, Fettercairn. ",37643,37644,2,0,0,,,Heavy rain,1,,292.004,,,2.76641879631113,-2.49865,57.049,River Dee burst its banks at Strachan.,
329,UK,"UK -  Southern England. Anglia region. Thames valley. Midlands. Sussex, Kent and Hampshire. Yalding in Kent. Helston and Crowlas in Cornwall. Paignton, Torquay and Lympstone in Devon. River Avon in Malmesbury, Wiltshire. Thames Ditton Island. Chertsey in Surrey.",37622,37627,6,0,0,,,Heavy rain,1,,48599.81,,,5.46478582178353,-0.543564,51.2646,"""The Thames Flood Barrier was closed a record 14 consecutive times in the first week of 2003 after the entire average rainfall for December fell in just 10 days at the end of last month. Water levels in the Thames Estuary rose four feet above average - the highest since 1947 and the third highest in 120 years.""
January 3 - Over 399 flood warnings in effect in England and Wales, the ground is saturated. ""'The rivers are right up to the tops of the banks and they just cannot take any more.""
""River Thames had reached ""extremely high levels"", with flows in some places higher than those experienced during the 'great flood of 1947'""
Flooding in Thames valley observed by MODIS on Jan 5.",
330,UK,"UK -- North and northeast Scotland - Elgin in Moray. Forres, Rothes, Craigellachie, Dufftown, Tayside, Aberdeen area, Aberdeenshire village of Aboyne, Angus. Rivers: Lossie, Mosset Burn, Divvie, Spey, South Esk, Dee, Isla. 
Southwest England - Devon and Cornwall - St Ives, Penzance, Redruth, Hayle, Newlyn, Crowlas. Rivers: Exe, Stennac, Middle and Lower River Stour.
Southwest Wales - Milford Haven, Carmarthenshire
Eastern Ireland - North Dublin, Kildare, Meath (Dunboyne),. Wexford (Blackwater), Waterford, Gorey, Wicklow, Clonee, Mulhuddart, Blanchardstown.  River Tolka",37574,37585,12,1,400,,riverine flood,Heavy rain,2,,11753.31,,,5.45037143277022,-6.11673,53.0005,"""In St Ives, Cornwall water levels rose by over five feet overnight as the River Stennac burst its banks.  "" "" [Elgin] Inspector Stewart Milne of Grampian Police said the floods had been ""the worst in living memory"". He said there were reports that the flood water reached 4ft high in some place."" Dublin ""This is the worst devastation this area has experienced for 50 years."" ""Around 200 people in Moray had to flee at the weekend as the worst floods since 1829 cascaded through their homes. "" ""FLOOD levels on the River Dee reached their highest level for 30 years yesterday, after 48 hours of torrential rain lashed the north-east of Scotland.""
50 year floods in Dublin
180 year floods in Elgin.",
331,UK,"Scotland - Edinburgh area. Aberdeen. Lothians and Borders.  Kelso, Teviothead, Innerleithen, Longniddry, between Dunbar and North Berwick, Murrayfield. Rivers: Don, Eye Water, Gala Water, Jed, Tweed, Water of Leith",37551,37554,4,0,100,,,Heavy rain,2,,7597.36,,,4.78375269287618,-2.78675,55.6032,"""In the north-east, the River Don reached its highest level in 30 years …the River Tweed reached its highest level for decades  ...  An average October's rainfall fell in just two and a half days causing rivers - including the Don - to burst their banks, homes to flood and roads and rail lines to close. ""
Worst floods in 30 years.",
332,UK,"Northeast England - North Yorkshire towns of Filey, Cayton ",37478,37480,3,0,250,,riverine flood,Heavy rain,1,,61.3685,,,2.26506676288734,-0.327314,54.1958,"""In the worst affected area in Filey, water levels reached three feet. ""It was the worst flooding Filey had seen in living memory,"" ""CAUSE:Rain - flash flood",
333,UK,"Scotland - east end of Glasgow. Shettleston, Norfolk, Stirlingshire. River Isla near Perthshire. River Ericht around Blairgowrie. 
England - West Yorkshire: Marsden. River Colne. between Harrogate and Leeds. ",37467,37469,3,0,300,,,Heavy rain,1,,1325.62,,,3.59954030250279,-1.44462,53.9096,"""Weather experts issued flood warnings for several parts of Scotland after a day of torrential rain Tuesday burst the banks of rivers, left homes flooded and wreaked travel chaos across much of the area … In areas worst hit by the downpour, meteorologists recorded 3 inches (7.6 cms) of rain in 24 hours - the equivalent of two month's rainfall.""CAUSE:Rain",
